,0
1990,159.20000000000002
1991,159.28
1992,159.36
1993,159.44
1994,159.52
1995,159.6
1996,159.68
1997,159.76
1998,159.84
1999,159.92000000000002
2000,160.0
2001,160.08
2002,160.16
2003,160.24
2004,160.32
2005,160.4
2006,160.48
2007,160.56
2008,160.64000000000001
2009,160.72
2010,160.8
2011,160.88
2012,160.96
2013,161.04
2014,161.12
2015,161.20000000000002
2016,161.28
2017,161.36
2018,161.44
2019,161.52
2020,161.6
2021,161.68
2022,161.76
2023,161.84
2024,161.92000000000002
2025,162.0
2026,162.08
2027,162.16
2028,162.24
2029,162.32
2030,162.4
2031,162.48
2032,162.56
2033,162.64000000000001
2034,162.72
2035,162.8
2036,162.88
2037,162.96
2038,163.04
2039,163.12
2040,163.20000000000002
2041,163.28
2042,163.36
2043,163.44
2044,163.52
2045,163.6
2046,163.68
2047,163.76
2048,163.84
2049,163.92000000000002
2050,164.0
2051,164.08
2052,164.16
2053,164.24
2054,164.32
2055,164.4
2056,164.48
2057,164.56
2058,164.64000000000001
2059,164.72
2060,164.8
2061,164.88
2062,164.96
2063,165.04
2064,165.12
2065,165.20000000000002
2066,165.28
2067,165.36
2068,165.44
2069,165.52
2070,165.6
2071,165.68
2072,165.76
2073,165.84
2074,165.92000000000002
2075,166.0
2076,166.08
2077,166.16
2078,166.24
2079,166.32
2080,166.4
2081,166.48
2082,166.56
2083,166.64000000000001
2084,166.72
2085,166.8
2086,166.88
2087,166.96
2088,167.04
2089,167.12
2090,167.20000000000002
2091,167.28
2092,167.36
2093,167.44
2094,167.52
2095,167.6
2096,167.68
2097,167.76
2098,167.84
2099,167.92000000000002
2100,168.0
2101,168.08
2102,168.16
2103,168.24
2104,168.32
2105,168.4
2106,168.48
2107,168.56
2108,168.64000000000001
2109,168.72
2110,168.8
2111,168.88
2112,168.96
2113,169.04
2114,169.12
2115,169.20000000000002
2116,169.28
2117,169.36
2118,169.44
2119,169.52
2120,169.6
2121,169.68
2122,169.76
2123,169.84
2124,169.92000000000002
2125,170.0
2126,170.08
2127,170.16
2128,170.24
2129,170.32
2130,170.4
2131,170.48
2132,170.56
2133,170.64000000000001
2134,170.72
2135,170.8
2136,170.88
2137,170.96
2138,171.04
2139,171.12
2140,171.20000000000002
2141,171.28
2142,171.36
2143,171.44
2144,171.52
2145,171.6
2146,171.68
2147,171.76
2148,171.84
2149,171.92000000000002
2150,172.0
2151,172.08
2152,172.16
2153,172.24
2154,172.32
2155,172.4
2156,172.48
2157,172.56
2158,172.64000000000001
2159,172.72
2160,172.8
2161,172.88
2162,172.96
2163,173.04
2164,173.12
2165,173.20000000000002
2166,173.28
2167,173.36
2168,173.44
2169,173.52
2170,173.6
2171,173.68
2172,173.76
2173,173.84
2174,173.92000000000002
2175,174.0
2176,174.08
2177,174.16
2178,174.24
2179,174.32
2180,174.4
2181,174.48
2182,174.56
2183,174.64000000000001
2184,174.72
2185,174.8
2186,174.88
2187,174.96
2188,175.04
2189,175.12
2190,175.20000000000002
2191,175.28
2192,175.36
2193,175.44
2194,175.52
2195,175.6
2196,175.68
2197,175.76
2198,175.84
2199,175.92000000000002
2200,176.0
2201,176.08
2202,176.16
2203,176.24
2204,176.32
2205,176.4
2206,176.48
2207,176.56
2208,176.64000000000001
2209,176.72
2210,176.8
2211,176.88
2212,176.96
2213,177.04
2214,177.12
2215,177.20000000000002
2216,177.28
2217,177.36
2218,177.44
2219,177.52
2220,177.6
2221,177.68
2222,177.76
2223,177.84
2224,177.92000000000002
2225,178.0
2226,178.08
2227,178.16
2228,178.24
2229,178.32
2230,178.4
2231,178.48
2232,178.56
2233,178.64000000000001
2234,178.72
2235,178.8
2236,178.88
2237,178.96
2238,179.04
2239,179.12
2240,179.20000000000002
2241,179.28
2242,179.36
2243,179.44
2244,179.52
2245,179.6
2246,179.68
2247,179.76
2248,179.84
2249,179.92000000000002
2250,180.0
2251,180.08
2252,180.16
2253,180.24
2254,180.32
2255,180.4
2256,180.48
2257,180.56
2258,180.64000000000001
2259,180.72
2260,180.8
2261,180.88
2262,180.96
2263,181.04
2264,181.12
2265,181.20000000000002
2266,181.28
2267,181.36
2268,181.44
2269,181.52
2270,181.6
2271,181.68
2272,181.76
2273,181.84
2274,181.92000000000002
2275,182.0
2276,182.08
2277,182.16
2278,182.24
2279,182.32
2280,182.4
2281,182.48
2282,182.56
2283,182.64000000000001
2284,182.72
2285,182.8
2286,182.88
2287,182.96
2288,183.04
2289,183.12
2290,183.20000000000002
2291,183.28
2292,183.36
2293,183.44
2294,183.52
2295,183.6
2296,183.68
2297,183.76
2298,183.84
2299,183.92000000000002
2300,184.0
2301,184.08
2302,184.16
2303,184.24
2304,184.32
2305,184.4
2306,184.48
2307,184.56
2308,184.64000000000001
2309,184.72
2310,184.8
2311,184.88
2312,184.96
2313,185.04
2314,185.12
2315,185.20000000000002
2316,185.28
2317,185.36
2318,185.44
2319,185.52
2320,185.6
2321,185.68
2322,185.76
2323,185.84
2324,185.92000000000002
2325,186.0
2326,186.08
2327,186.16
2328,186.24
2329,186.32
2330,186.4
2331,186.48
2332,186.56
2333,186.64000000000001
2334,186.72
2335,186.8
2336,186.88
2337,186.96
2338,187.04
2339,187.12
2340,187.20000000000002
2341,187.28
2342,187.36
2343,187.44
2344,187.52
2345,187.6
2346,187.68
2347,187.76
2348,187.84
2349,187.92000000000002
2350,188.0
2351,188.08
2352,188.16
2353,188.24
2354,188.32
2355,188.4
2356,188.48
2357,188.56
2358,188.64000000000001
2359,188.72
2360,188.8
2361,188.88
2362,188.96
2363,189.04
2364,189.12
2365,189.20000000000002
2366,189.28
2367,189.36
2368,189.44
2369,189.52
2370,189.6
2371,189.68
2372,189.76
2373,189.84
2374,189.92000000000002
2375,190.0
2376,190.08
2377,190.16
2378,190.24
2379,190.32
2380,190.4
2381,190.48
2382,190.56
2383,190.64000000000001
2384,190.72
2385,190.8
2386,190.88
2387,190.96
2388,191.04
2389,191.12
2390,191.20000000000002
2391,191.28
2392,191.36
2393,191.44
2394,191.52
2395,191.6
2396,191.68
2397,191.76
2398,191.84
2399,191.92000000000002
2400,192.0
2401,192.08
2402,192.16
2403,192.24
2404,192.32
2405,192.4
2406,192.48000000000002
2407,192.56
2408,192.64000000000001
2409,192.72
2410,192.8
2411,192.88
2412,192.96
2413,193.04
2414,193.12
2415,193.20000000000002
2416,193.28
2417,193.36
2418,193.44
2419,193.52
2420,193.6
2421,193.68
2422,193.76
2423,193.84
2424,193.92000000000002
2425,194.0
2426,194.08
2427,194.16
2428,194.24
2429,194.32
2430,194.4
2431,194.48000000000002
2432,194.56
2433,194.64000000000001
2434,194.72
2435,194.8
2436,194.88
2437,194.96
2438,195.04
2439,195.12
2440,195.20000000000002
2441,195.28
2442,195.36
2443,195.44
2444,195.52
2445,195.6
2446,195.68
2447,195.76
2448,195.84
2449,195.92000000000002
2450,196.0
2451,196.08
2452,196.16
2453,196.24
2454,196.32
2455,196.4
2456,196.48000000000002
2457,196.56
2458,196.64000000000001
2459,196.72
2460,196.8
2461,196.88
2462,196.96
2463,197.04
2464,197.12
2465,197.20000000000002
2466,197.28
2467,197.36
2468,197.44
2469,197.52
2470,197.6
2471,197.68
2472,197.76
2473,197.84
2474,197.92000000000002
2475,198.0
2476,198.08
2477,198.16
2478,198.24
2479,198.32
2480,198.4
2481,198.48000000000002
2482,198.56
2483,198.64000000000001
2484,198.72
2485,198.8
2486,198.88
2487,198.96
2488,199.04
2489,199.12
2490,199.20000000000002
2491,199.28
2492,199.36
2493,199.44
2494,199.52
2495,199.6
2496,199.68
2497,199.76
2498,199.84
2499,199.92000000000002
2500,200.0
2501,200.08
2502,200.16
2503,200.24
2504,200.32
2505,200.4
2506,200.48000000000002
2507,200.56
2508,200.64000000000001
2509,200.72
2510,200.8
2511,200.88
2512,200.96
2513,201.04
2514,201.12
2515,201.20000000000002
2516,201.28
2517,201.36
2518,201.44
2519,201.52
2520,201.6
2521,201.68
2522,201.76
2523,201.84
2524,201.92000000000002
2525,202.0
2526,202.08
2527,202.16
2528,202.24
2529,202.32
2530,202.4
2531,202.48000000000002
2532,202.56
2533,202.64000000000001
2534,202.72
2535,202.8
2536,202.88
2537,202.96
2538,203.04
2539,203.12
2540,203.20000000000002
2541,203.28
2542,203.36
2543,203.44
2544,203.52
2545,203.6
2546,203.68
2547,203.76
2548,203.84
2549,203.92000000000002
2550,204.0
2551,204.08
2552,204.16
2553,204.24
2554,204.32
2555,204.4
2556,204.48000000000002
2557,204.56
2558,204.64000000000001
2559,204.72
2560,204.8
2561,204.88
2562,204.96
2563,205.04
2564,205.12
2565,205.20000000000002
2566,205.28
2567,205.36
2568,205.44
2569,205.52
2570,205.6
2571,205.68
2572,205.76
2573,205.84
2574,205.92000000000002
2575,206.0
2576,206.08
2577,206.16
2578,206.24
2579,206.32
2580,206.4
2581,206.48000000000002
2582,206.56
2583,206.64000000000001
2584,206.72
2585,206.8
2586,206.88
2587,206.96
2588,207.04
2589,207.12
2590,207.20000000000002
2591,207.28
2592,207.36
2593,207.44
2594,207.52
2595,207.6
2596,207.68
2597,207.76
2598,207.84
2599,207.92000000000002
2600,208.0
2601,208.08
2602,208.16
2603,208.24
2604,208.32
2605,208.4
2606,208.48000000000002
2607,208.56
2608,208.64000000000001
2609,208.72
2610,208.8
2611,208.88
2612,208.96
2613,209.04
2614,209.12
2615,209.20000000000002
2616,209.28
2617,209.36
2618,209.44
2619,209.52
2620,209.6
2621,209.68
2622,209.76
2623,209.84
2624,209.92000000000002
2625,210.0
2626,210.08
2627,210.16
2628,210.24
2629,210.32
2630,210.4
2631,210.48000000000002
2632,210.56
2633,210.64000000000001
2634,210.72
2635,210.8
2636,210.88
2637,210.96
2638,211.04
2639,211.12
2640,211.20000000000002
2641,211.28
2642,211.36
2643,211.44
2644,211.52
2645,211.6
2646,211.68
2647,211.76
2648,211.84
2649,211.92000000000002
2650,212.0
2651,212.08
2652,212.16
2653,212.24
2654,212.32
2655,212.4
2656,212.48000000000002
2657,212.56
2658,212.64000000000001
2659,212.72
2660,212.8
2661,212.88
2662,212.96
2663,213.04
2664,213.12
2665,213.20000000000002
2666,213.28
2667,213.36
2668,213.44
2669,213.52
2670,213.6
2671,213.68
2672,213.76
2673,213.84
2674,213.92000000000002
2675,214.0
2676,214.08
2677,214.16
2678,214.24
2679,214.32
2680,214.4
2681,214.48000000000002
2682,214.56
2683,214.64000000000001
2684,214.72
2685,214.8
2686,214.88
2687,214.96
2688,215.04
2689,215.12
2690,215.20000000000002
2691,215.28
2692,215.36
2693,215.44
2694,215.52
2695,215.6
2696,215.68
2697,215.76
2698,215.84
2699,215.92000000000002
2700,216.0
2701,216.08
2702,216.16
2703,216.24
2704,216.32
2705,216.4
2706,216.48000000000002
2707,216.56
2708,216.64000000000001
2709,216.72
2710,216.8
2711,216.88
2712,216.96
2713,217.04
2714,217.12
2715,217.20000000000002
2716,217.28
2717,217.36
2718,217.44
2719,217.52
2720,217.6
2721,217.68
2722,217.76
2723,217.84
2724,217.92000000000002
2725,218.0
2726,218.08
2727,218.16
2728,218.24
2729,218.32
2730,218.4
2731,218.48000000000002
2732,218.56
2733,218.64000000000001
2734,218.72
2735,218.8
2736,218.88
2737,218.96
2738,219.04
2739,219.12
2740,219.20000000000002
2741,219.28
2742,219.36
2743,219.44
2744,219.52
2745,219.6
2746,219.68
2747,219.76
2748,219.84
2749,219.92000000000002
2750,220.0
2751,220.08
2752,220.16
2753,220.24
2754,220.32
2755,220.4
2756,220.48000000000002
2757,220.56
2758,220.64000000000001
2759,220.72
2760,220.8
2761,220.88
2762,220.96
2763,221.04
2764,221.12
2765,221.20000000000002
2766,221.28
2767,221.36
2768,221.44
2769,221.52
2770,221.6
2771,221.68
2772,221.76
2773,221.84
2774,221.92000000000002
2775,222.0
2776,222.08
2777,222.16
2778,222.24
2779,222.32
2780,222.4
2781,222.48000000000002
2782,222.56
2783,222.64000000000001
2784,222.72
2785,222.8
2786,222.88
2787,222.96
2788,223.04
2789,223.12
2790,223.20000000000002
2791,223.28
2792,223.36
2793,223.44
2794,223.52
2795,223.6
2796,223.68
2797,223.76
2798,223.84
2799,223.92000000000002
2800,224.0
2801,224.08
2802,224.16
2803,224.24
2804,224.32
2805,224.4
2806,224.48000000000002
2807,224.56
2808,224.64000000000001
2809,224.72
2810,224.8
2811,224.88
2812,224.96
2813,225.04
2814,225.12
2815,225.20000000000002
2816,225.28
2817,225.36
2818,225.44
2819,225.52
2820,225.6
2821,225.68
2822,225.76
2823,225.84
2824,225.92000000000002
2825,226.0
2826,226.08
2827,226.16
2828,226.24
2829,226.32
2830,226.4
2831,226.48000000000002
2832,226.56
2833,226.64000000000001
2834,226.72
2835,226.8
2836,226.88
2837,226.96
2838,227.04
2839,227.12
2840,227.20000000000002
2841,227.28
2842,227.36
2843,227.44
2844,227.52
2845,227.6
2846,227.68
2847,227.76
2848,227.84
2849,227.92000000000002
2850,228.0
2851,228.08
2852,228.16
2853,228.24
2854,228.32
2855,228.4
2856,228.48000000000002
2857,228.56
2858,228.64000000000001
2859,228.72
2860,228.8
2861,228.88
2862,228.96
2863,229.04
2864,229.12
2865,229.20000000000002
2866,229.28
2867,229.36
2868,229.44
2869,229.52
2870,229.6
2871,229.68
2872,229.76
2873,229.84
2874,229.92000000000002
2875,230.0
2876,230.08
2877,230.16
2878,230.24
2879,230.32
2880,230.4
2881,230.48000000000002
2882,230.56
2883,230.64000000000001
2884,230.72
2885,230.8
2886,230.88
2887,230.96
2888,231.04
2889,231.12
2890,231.20000000000002
2891,231.28
2892,231.36
2893,231.44
2894,231.52
2895,231.6
2896,231.68
2897,231.76
2898,231.84
2899,231.92000000000002
2900,232.0
2901,232.08
2902,232.16
2903,232.24
2904,232.32
2905,232.4
2906,232.48000000000002
2907,232.56
2908,232.64000000000001
2909,232.72
2910,232.8
2911,232.88
2912,232.96
2913,233.04
2914,233.12
2915,233.20000000000002
2916,233.28
2917,233.36
2918,233.44
2919,233.52
2920,233.6
2921,233.68
2922,233.76
2923,233.84
2924,233.92000000000002
2925,234.0
2926,234.08
2927,234.16
2928,234.24
2929,234.32
2930,234.4
2931,234.48000000000002
2932,234.56
2933,234.64000000000001
2934,234.72
2935,234.8
2936,234.88
2937,234.96
2938,235.04
2939,235.12
2940,235.20000000000002
2941,235.28
2942,235.36
2943,235.44
2944,235.52
2945,235.6
2946,235.68
2947,235.76
2948,235.84
2949,235.92000000000002
2950,236.0
2951,236.08
2952,236.16
2953,236.24
2954,236.32
2955,236.4
2956,236.48000000000002
2957,236.56
2958,236.64000000000001
2959,236.72
2960,236.8
2961,236.88
2962,236.96
2963,237.04
2964,237.12
2965,237.20000000000002
2966,237.28
2967,237.36
2968,237.44
2969,237.52
2970,237.6
2971,237.68
2972,237.76
2973,237.84
2974,237.92000000000002
2975,238.0
2976,238.08
2977,238.16
2978,238.24
2979,238.32
2980,238.4
2981,238.48000000000002
2982,238.56
2983,238.64000000000001
2984,238.72
2985,238.8
2986,238.88
2987,238.96
2988,239.04
2989,239.12
2990,239.20000000000002
2991,239.28
2992,239.36
2993,239.44
2994,239.52
2995,239.6
2996,239.68
2997,239.76
2998,239.84
2999,239.92000000000002
3000,240.0
3001,240.08
3002,240.16
3003,240.24
3004,240.32
3005,240.4
3006,240.48000000000002
3007,240.56
3008,240.64000000000001
3009,240.72
3010,240.8
3011,240.88
3012,240.96
3013,241.04
3014,241.12
3015,241.20000000000002
3016,241.28
3017,241.36
3018,241.44
3019,241.52
3020,241.6
3021,241.68
3022,241.76
3023,241.84
3024,241.92000000000002
3025,242.0
3026,242.08
3027,242.16
3028,242.24
3029,242.32
3030,242.4
3031,242.48000000000002
3032,242.56
3033,242.64000000000001
3034,242.72
3035,242.8
3036,242.88
3037,242.96
3038,243.04
3039,243.12
3040,243.20000000000002
3041,243.28
3042,243.36
3043,243.44
3044,243.52
3045,243.6
3046,243.68
3047,243.76
3048,243.84
3049,243.92000000000002
3050,244.0
3051,244.08
3052,244.16
3053,244.24
3054,244.32
3055,244.4
3056,244.48000000000002
3057,244.56
3058,244.64000000000001
3059,244.72
3060,244.8
3061,244.88
3062,244.96
3063,245.04
3064,245.12
3065,245.20000000000002
3066,245.28
3067,245.36
3068,245.44
3069,245.52
3070,245.6
3071,245.68
3072,245.76
3073,245.84
3074,245.92000000000002
3075,246.0
3076,246.08
3077,246.16
3078,246.24
3079,246.32
3080,246.4
3081,246.48000000000002
3082,246.56
3083,246.64000000000001
3084,246.72
3085,246.8
3086,246.88
3087,246.96
3088,247.04
3089,247.12
3090,247.20000000000002
3091,247.28
3092,247.36
3093,247.44
3094,247.52
3095,247.6
3096,247.68
3097,247.76000000000002
3098,247.84
3099,247.92000000000002
3100,248.0
3101,248.08
3102,248.16
3103,248.24
3104,248.32
3105,248.4
3106,248.48000000000002
3107,248.56
3108,248.64000000000001
3109,248.72
3110,248.8
3111,248.88
3112,248.96
3113,249.04
3114,249.12
3115,249.20000000000002
3116,249.28
3117,249.36
3118,249.44
3119,249.52
3120,249.6
3121,249.68
3122,249.76000000000002
3123,249.84
3124,249.92000000000002
3125,250.0
3126,250.08
3127,250.16
3128,250.24
3129,250.32
3130,250.4
3131,250.48000000000002
3132,250.56
3133,250.64000000000001
3134,250.72
3135,250.8
3136,250.88
3137,250.96
3138,251.04
3139,251.12
3140,251.20000000000002
3141,251.28
3142,251.36
3143,251.44
3144,251.52
3145,251.6
3146,251.68
3147,251.76000000000002
3148,251.84
3149,251.92000000000002
3150,252.0
3151,252.08
3152,252.16
3153,252.24
3154,252.32
3155,252.4
3156,252.48000000000002
3157,252.56
3158,252.64000000000001
3159,252.72
3160,252.8
3161,252.88
3162,252.96
3163,253.04
3164,253.12
3165,253.20000000000002
3166,253.28
3167,253.36
3168,253.44
3169,253.52
3170,253.6
3171,253.68
3172,253.76000000000002
3173,253.84
3174,253.92000000000002
3175,254.0
3176,254.08
3177,254.16
3178,254.24
3179,254.32
3180,254.4
3181,254.48000000000002
3182,254.56
3183,254.64000000000001
3184,254.72
3185,254.8
3186,254.88
3187,254.96
3188,255.04
3189,255.12
3190,255.20000000000002
3191,255.28
3192,255.36
3193,255.44
3194,255.52
3195,255.6
3196,255.68
3197,255.76000000000002
3198,255.84
3199,255.92000000000002
3200,256.0
3201,256.08
3202,256.16
3203,256.24
3204,256.32
3205,256.4
3206,256.48
3207,256.56
3208,256.64
3209,256.72
3210,256.8
3211,256.88
3212,256.96
3213,257.04
3214,257.12
3215,257.2
3216,257.28000000000003
3217,257.36
3218,257.44
3219,257.52
3220,257.6
3221,257.68
3222,257.76
3223,257.84000000000003
3224,257.92
3225,258.0
3226,258.08
3227,258.16
3228,258.24
3229,258.32
3230,258.4
3231,258.48
3232,258.56
3233,258.64
3234,258.72
3235,258.8
3236,258.88
3237,258.96
3238,259.04
3239,259.12
3240,259.2
3241,259.28000000000003
3242,259.36
3243,259.44
3244,259.52
3245,259.6
3246,259.68
3247,259.76
3248,259.84000000000003
3249,259.92
3250,260.0
3251,260.08
3252,260.16
3253,260.24
3254,260.32
3255,260.4
3256,260.48
3257,260.56
3258,260.64
3259,260.72
3260,260.8
3261,260.88
3262,260.96
3263,261.04
3264,261.12
3265,261.2
3266,261.28000000000003
3267,261.36
3268,261.44
3269,261.52
3270,261.6
3271,261.68
3272,261.76
3273,261.84000000000003
3274,261.92
3275,262.0
3276,262.08
3277,262.16
3278,262.24
3279,262.32
3280,262.4
3281,262.48
3282,262.56
3283,262.64
3284,262.72
3285,262.8
3286,262.88
3287,262.96
3288,263.04
3289,263.12
3290,263.2
3291,263.28000000000003
3292,263.36
3293,263.44
3294,263.52
3295,263.6
3296,263.68
3297,263.76
3298,263.84000000000003
3299,263.92
3300,264.0
3301,264.08
3302,264.16
3303,264.24
3304,264.32
3305,264.4
3306,264.48
3307,264.56
3308,264.64
3309,264.72
3310,264.8
3311,264.88
3312,264.96
3313,265.04
3314,265.12
3315,265.2
3316,265.28000000000003
3317,265.36
3318,265.44
3319,265.52
3320,265.6
3321,265.68
3322,265.76
3323,265.84000000000003
3324,265.92
3325,266.0
3326,266.08
3327,266.16
3328,266.24
3329,266.32
3330,266.4
3331,266.48
3332,266.56
3333,266.64
3334,266.72
3335,266.8
3336,266.88
3337,266.96
3338,267.04
3339,267.12
3340,267.2
3341,267.28000000000003
3342,267.36
3343,267.44
3344,267.52
3345,267.6
3346,267.68
3347,267.76
3348,267.84000000000003
3349,267.92
3350,268.0
3351,268.08
3352,268.16
3353,268.24
3354,268.32
3355,268.4
3356,268.48
3357,268.56
3358,268.64
3359,268.72
3360,268.8
3361,268.88
3362,268.96
3363,269.04
3364,269.12
3365,269.2
3366,269.28000000000003
3367,269.36
3368,269.44
3369,269.52
3370,269.6
3371,269.68
3372,269.76
3373,269.84000000000003
3374,269.92
3375,270.0
3376,270.08
3377,270.16
3378,270.24
3379,270.32
3380,270.4
3381,270.48
3382,270.56
3383,270.64
3384,270.72
3385,270.8
3386,270.88
3387,270.96
3388,271.04
3389,271.12
3390,271.2
3391,271.28000000000003
3392,271.36
3393,271.44
3394,271.52
3395,271.6
3396,271.68
3397,271.76
3398,271.84000000000003
3399,271.92
3400,272.0
3401,272.08
3402,272.16
3403,272.24
3404,272.32
3405,272.4
3406,272.48
3407,272.56
3408,272.64
3409,272.72
3410,272.8
3411,272.88
3412,272.96
3413,273.04
3414,273.12
3415,273.2
3416,273.28000000000003
3417,273.36
3418,273.44
3419,273.52
3420,273.6
3421,273.68
3422,273.76
3423,273.84000000000003
3424,273.92
3425,274.0
3426,274.08
3427,274.16
3428,274.24
3429,274.32
3430,274.40000000000003
3431,274.48
3432,274.56
3433,274.64
3434,274.72
3435,274.8
3436,274.88
3437,274.96
3438,275.04
3439,275.12
3440,275.2
3441,275.28000000000003
3442,275.36
3443,275.44
3444,275.52
3445,275.6
3446,275.68
3447,275.76
3448,275.84000000000003
3449,275.92
3450,276.0
3451,276.08
3452,276.16
3453,276.24
3454,276.32
3455,276.40000000000003
3456,276.48
3457,276.56
3458,276.64
3459,276.72
3460,276.8
3461,276.88
3462,276.96
3463,277.04
3464,277.12
3465,277.2
3466,277.28000000000003
3467,277.36
3468,277.44
3469,277.52
3470,277.6
3471,277.68
3472,277.76
3473,277.84000000000003
3474,277.92
3475,278.0
3476,278.08
3477,278.16
3478,278.24
3479,278.32
3480,278.40000000000003
3481,278.48
3482,278.56
3483,278.64
3484,278.72
3485,278.8
3486,278.88
3487,278.96
3488,279.04
3489,279.12
3490,279.2
3491,279.28000000000003
3492,279.36
3493,279.44
3494,279.52
3495,279.6
3496,279.68
3497,279.76
3498,279.84000000000003
3499,279.92
3500,280.0
3501,280.08
3502,280.16
3503,280.24
3504,280.32
3505,280.40000000000003
3506,280.48
3507,280.56
3508,280.64
3509,280.72
3510,280.8
3511,280.88
3512,280.96
3513,281.04
3514,281.12
3515,281.2
3516,281.28000000000003
3517,281.36
3518,281.44
3519,281.52
3520,281.6
3521,281.68
3522,281.76
3523,281.84000000000003
3524,281.92
3525,282.0
3526,282.08
3527,282.16
3528,282.24
3529,282.32
3530,282.40000000000003
3531,282.48
3532,282.56
3533,282.64
3534,282.72
3535,282.8
3536,282.88
3537,282.96
3538,283.04
3539,283.12
3540,283.2
3541,283.28000000000003
3542,283.36
3543,283.44
3544,283.52
3545,283.6
3546,283.68
3547,283.76
3548,283.84000000000003
3549,283.92
3550,284.0
3551,284.08
3552,284.16
3553,284.24
3554,284.32
3555,284.40000000000003
3556,284.48
3557,284.56
3558,284.64
3559,284.72
3560,284.8
3561,284.88
3562,284.96
3563,285.04
3564,285.12
3565,285.2
3566,285.28000000000003
3567,285.36
3568,285.44
3569,285.52
3570,285.6
3571,285.68
3572,285.76
3573,285.84000000000003
3574,285.92
3575,286.0
3576,286.08
3577,286.16
3578,286.24
3579,286.32
3580,286.40000000000003
3581,286.48
3582,286.56
3583,286.64
3584,286.72
3585,286.8
3586,286.88
3587,286.96
3588,287.04
3589,287.12
3590,287.2
3591,287.28000000000003
3592,287.36
3593,287.44
3594,287.52
3595,287.6
3596,287.68
3597,287.76
3598,287.84000000000003
3599,287.92
3600,288.0
3601,288.08
3602,288.16
3603,288.24
3604,288.32
3605,288.40000000000003
3606,288.48
3607,288.56
3608,288.64
3609,288.72
3610,288.8
3611,288.88
3612,288.96
3613,289.04
3614,289.12
3615,289.2
3616,289.28000000000003
3617,289.36
3618,289.44
3619,289.52
3620,289.6
3621,289.68
3622,289.76
3623,289.84000000000003
3624,289.92
3625,290.0
3626,290.08
3627,290.16
3628,290.24
3629,290.32
3630,290.40000000000003
3631,290.48
3632,290.56
3633,290.64
3634,290.72
3635,290.8
3636,290.88
3637,290.96
3638,291.04
3639,291.12
3640,291.2
3641,291.28000000000003
3642,291.36
3643,291.44
3644,291.52
3645,291.6
3646,291.68
3647,291.76
3648,291.84000000000003
3649,291.92
3650,292.0
3651,292.08
3652,292.16
3653,292.24
3654,292.32
3655,292.40000000000003
3656,292.48
3657,292.56
3658,292.64
3659,292.72
3660,292.8
3661,292.88
3662,292.96
3663,293.04
3664,293.12
3665,293.2
3666,293.28000000000003
3667,293.36
3668,293.44
3669,293.52
3670,293.6
3671,293.68
3672,293.76
3673,293.84000000000003
3674,293.92
3675,294.0
3676,294.08
3677,294.16
3678,294.24
3679,294.32
3680,294.40000000000003
3681,294.48
3682,294.56
3683,294.64
3684,294.72
3685,294.8
3686,294.88
3687,294.96
3688,295.04
3689,295.12
3690,295.2
3691,295.28000000000003
3692,295.36
3693,295.44
3694,295.52
3695,295.6
3696,295.68
3697,295.76
3698,295.84000000000003
3699,295.92
3700,296.0
3701,296.08
3702,296.16
3703,296.24
3704,296.32
3705,296.40000000000003
3706,296.48
3707,296.56
3708,296.64
3709,296.72
3710,296.8
3711,296.88
3712,296.96
3713,297.04
3714,297.12
3715,297.2
3716,297.28000000000003
3717,297.36
3718,297.44
3719,297.52
3720,297.6
3721,297.68
3722,297.76
3723,297.84000000000003
3724,297.92
3725,298.0
3726,298.08
3727,298.16
3728,298.24
3729,298.32
3730,298.40000000000003
3731,298.48
3732,298.56
3733,298.64
3734,298.72
3735,298.8
3736,298.88
3737,298.96
3738,299.04
3739,299.12
3740,299.2
3741,299.28000000000003
3742,299.36
3743,299.44
3744,299.52
3745,299.6
3746,299.68
3747,299.76
3748,299.84000000000003
3749,299.92
3750,300.0
3751,300.08
3752,300.16
3753,300.24
3754,300.32
3755,300.40000000000003
3756,300.48
3757,300.56
3758,300.64
3759,300.72
3760,300.8
3761,300.88
3762,300.96
3763,301.04
3764,301.12
3765,301.2
3766,301.28000000000003
3767,301.36
3768,301.44
3769,301.52
3770,301.6
3771,301.68
3772,301.76
3773,301.84000000000003
3774,301.92
3775,302.0
3776,302.08
3777,302.16
3778,302.24
3779,302.32
3780,302.40000000000003
3781,302.48
3782,302.56
3783,302.64
3784,302.72
3785,302.8
3786,302.88
3787,302.96
3788,303.04
3789,303.12
3790,303.2
3791,303.28000000000003
3792,303.36
3793,303.44
3794,303.52
3795,303.6
3796,303.68
3797,303.76
3798,303.84000000000003
3799,303.92
3800,304.0
3801,304.08
3802,304.16
3803,304.24
3804,304.32
3805,304.40000000000003
3806,304.48
3807,304.56
3808,304.64
3809,304.72
3810,304.8
3811,304.88
3812,304.96
3813,305.04
3814,305.12
3815,305.2
3816,305.28000000000003
3817,305.36
3818,305.44
3819,305.52
3820,305.6
3821,305.68
3822,305.76
3823,305.84000000000003
3824,305.92
3825,306.0
3826,306.08
3827,306.16
3828,306.24
3829,306.32
3830,306.40000000000003
3831,306.48
3832,306.56
3833,306.64
3834,306.72
3835,306.8
3836,306.88
3837,306.96
3838,307.04
3839,307.12
3840,307.2
3841,307.28000000000003
3842,307.36
3843,307.44
3844,307.52
3845,307.6
